"Name","File Extension","File Type","Is Deleted","Last Accessed","File Created","Last Modified","Size","Address","Hash Value","Known Status","Permissions","Full Path"
"telephonyprovider.xml",".xml","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","127","0","db1b0f751af296e1e06fff5e17a2bc29","unknown","r---------","/LogicalFileSet1/data/user_de/0/com.android.providers.telephony/shared_prefs/telephonyprovider.xml"
"build-id.xml",".xml","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","126","0","c0ee71c49dc572abb6b7537bbac15b02","unknown","r---------","/LogicalFileSet1/data/user_de/0/com.android.providers.telephony/shared_prefs/build-id.xml"
"preferred-full-apn.xml",".xml","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","937","0","4573cc5535bd52518dca6a6702f5f423","unknown","r---------","/LogicalFileSet1/data/user_de/0/com.android.providers.telephony/shared_prefs/preferred-full-apn.xml"
"CarrierInformation.db",".db","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","4096","0","f2b4b0190b9f384ca885f0c8c9b14700","unknown","r---------","/LogicalFileSet1/data/user_de/0/com.android.providers.telephony/databases/CarrierInformation.db"
"CarrierInformation.db-wal",".db-wal","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","32992","0","949276eefd58281cac9d33e04fec2622","unknown","r---------","/LogicalFileSet1/data/user_de/0/com.android.providers.telephony/databases/CarrierInformation.db-wal"
"HbpcdLookup.db",".db","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","57344","0","4b77a04ce7fa8361f6b283b6f6597a4e","unknown","r---------","/LogicalFileSet1/data/user_de/0/com.android.providers.telephony/databases/HbpcdLookup.db"
"carrierIdentification.db-wal",".db-wal","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","197792","0","c31a8852f34665fbefdd48079c85b6ab","unknown","r---------","/LogicalFileSet1/data/user_de/0/com.android.providers.telephony/databases/carrierIdentification.db-wal"
"carrierIdentification.db",".db","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","4096","0","f2b4b0190b9f384ca885f0c8c9b14700","unknown","r---------","/LogicalFileSet1/data/user_de/0/com.android.providers.telephony/databases/carrierIdentification.db"
"carrierIdentification.db-shm",".db-shm","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","32768","0","b9a2c7a0b074af5fa7227bc68a1b661c","unknown","r---------","/LogicalFileSet1/data/user_de/0/com.android.providers.telephony/databases/carrierIdentification.db-shm"
"mmssms.db",".db","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","118784","0","ef1a3e8e334704b34f39870dbd43fc59","unknown","r---------","/LogicalFileSet1/data/user_de/0/com.android.providers.telephony/databases/mmssms.db"
"CarrierInformation.db-shm",".db-shm","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","32768","0","4321347dd761a8b63d7671c91d345b45","unknown","r---------","/LogicalFileSet1/data/user_de/0/com.android.providers.telephony/databases/CarrierInformation.db-shm"
"telephony.db",".db","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","28672","0","1e73d02f4bf3ed6b2d131440468094fd","unknown","r---------","/LogicalFileSet1/data/user_de/0/com.android.providers.telephony/databases/telephony.db"
"carrierconfig-com.android.carrierconfig-89014103211118510720.xml",".xml","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","1258","0","aee7a59f32b8fc3f31952e358a4b73fe","unknown","r---------","/LogicalFileSet1/data/user_de/0/com.android.phone/files/carrierconfig-com.android.carrierconfig-89014103211118510720.xml"
"_has_set_default_values.xml",".xml","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","130","0","f2b4296ffe441b87312ddc80a3ac98ff","unknown","r---------","/LogicalFileSet1/data/user_de/0/com.android.phone/shared_prefs/_has_set_default_values.xml"
"com.android.phone_preferences.xml",".xml","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","866","0","fb2a3993ddcdc3218375012b6ab0e33e","unknown","r---------","/LogicalFileSet1/data/user_de/0/com.android.phone/shared_prefs/com.android.phone_preferences.xml"
"accounts_de.db-journal",".db-journal","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","0","d41d8cd98f00b204e9800998ecf8427e","unknown","r---------","/LogicalFileSet1/data/system_de/0/accounts_de.db-journal"
"ringtone_cache","","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","43965","0","7dd71f0b51a81b627e8c1cd1ead63a3d","unknown","r---------","/LogicalFileSet1/data/system_de/0/ringtones/ringtone_cache"
"notification_sound_cache","","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","16905","0","26d7fe657e7e00c4afe5487ae0775619","unknown","r---------","/LogicalFileSet1/data/system_de/0/ringtones/notification_sound_cache"
"alarm_alert_cache","","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","27052","0","9607e97487a86bdfc3b1c6a6c52494b9","unknown","r---------","/LogicalFileSet1/data/system_de/0/ringtones/alarm_alert_cache"
"accounts_de.db",".db","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","65536","0","513eb7f51ac21f8ca9d91c80f273c24c","unknown","r---------","/LogicalFileSet1/data/system_de/0/accounts_de.db"
"persisted_taskIds.txt",".txt","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","3","0","166d77ac1b46a1ec38aa35ab7e628ab5","unknown","r---------","/LogicalFileSet1/data/system_de/0/persisted_taskIds.txt"
"persistent_properties","","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","206","0","b2e9cb0924bec5ebc9aa0febf969b2f1","unknown","r---------","/LogicalFileSet1/data/property/persistent_properties"
"vendor@overlay@DisplayCutoutEmulationDouble@DisplayCutoutEmulationDoubleOverlay.apk@idmap",".apk@idmap","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","672","0","2fc5744fef6a081257a7285d51ebe4f6","unknown","r---------","/LogicalFileSet1/data/resource-cache/vendor@overlay@DisplayCutoutEmulationDouble@DisplayCutoutEmulationDoubleOverlay.apk@idmap"
"vendor@overlay@DisplayCutoutEmulationEmu01@DisplayCutoutEmulationEmu01Overlay.apk@idmap",".apk@idmap","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","668","0","4dc1653726bd91a16f474d4b37707d11","unknown","r---------","/LogicalFileSet1/data/resource-cache/vendor@overlay@DisplayCutoutEmulationEmu01@DisplayCutoutEmulationEmu01Overlay.apk@idmap"
"vendor@overlay@DisplayCutoutEmulationCorner@DisplayCutoutEmulationCornerOverlay.apk@idmap",".apk@idmap","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","672","0","ba7927220766d69a5340131f94d4cfc4","unknown","r---------","/LogicalFileSet1/data/resource-cache/vendor@overlay@DisplayCutoutEmulationCorner@DisplayCutoutEmulationCornerOverlay.apk@idmap"
"overlays.list",".list","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","0","d41d8cd98f00b204e9800998ecf8427e","unknown","r---------","/LogicalFileSet1/data/resource-cache/overlays.list"
"vendor@overlay@SysuiDarkTheme@SysuiDarkThemeOverlay.apk@idmap",".apk@idmap","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","556","0","11ca411e4900bf89bb268b44bf50fae5","unknown","r---------","/LogicalFileSet1/data/resource-cache/vendor@overlay@SysuiDarkTheme@SysuiDarkThemeOverlay.apk@idmap"
"vendor@overlay@DisplayCutoutEmulationTall@DisplayCutoutEmulationTallOverlay.apk@idmap",".apk@idmap","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","672","0","9b38a00bfcee0eab680d6ee36e9b3359","unknown","r---------","/LogicalFileSet1/data/resource-cache/vendor@overlay@DisplayCutoutEmulationTall@DisplayCutoutEmulationTallOverlay.apk@idmap"
"WifiConfigStore.xml",".xml","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","592","0","f20f1533530ecb6cb97ec1f43869f851","unknown","r---------","/LogicalFileSet1/data/misc_ce/0/wifi/WifiConfigStore.xml"
"storaged.proto",".proto","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","135168","0","56aa4cac4ee4ec9a1dcb0cb8cc4f10cb","unknown","r---------","/LogicalFileSet1/data/misc_ce/0/storaged/storaged.proto"
"state-2022-10-26-14-25-03.bin",".bin","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","17592","0","ad5f1838be5c0b07f7f17077209017a1","unknown","r---------","/LogicalFileSet1/data/system/procstats/state-2022-10-26-14-25-03.bin"
"watchlist_settings.xml",".xml","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","238","0","a635ceae95c7fa5aba40c28f55c00961","unknown","r---------","/LogicalFileSet1/data/system/watchlist_settings.xml"
"total","","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","1083","0","7a10cdec351254cbd65fca3cf00fdae8","unknown","r---------","/LogicalFileSet1/data/system/graphicsstats/1666742400000/com.android.settings/28/total"
"userlist.xml",".xml","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","335","0","c483760e9d4143f30abc387e16002aaf","unknown","r---------","/LogicalFileSet1/data/system/users/userlist.xml"
"0.xml",".xml","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","298","0","5fd1c48c1a305294f5f3198d9f595bbe","unknown","r---------","/LogicalFileSet1/data/system/users/0.xml"
"android.content.SyncAdapter.xml",".xml","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","179","0","61baa557913ec337e80583a7bc80a0f1","unknown","r---------","/LogicalFileSet1/data/system/users/0/registered_services/android.content.SyncAdapter.xml"
"android.accounts.AccountAuthenticator.xml",".xml","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","133","0","af778d84c8b1872a86204ae0b54fa35a","unknown","r---------","/LogicalFileSet1/data/system/users/0/registered_services/android.accounts.AccountAuthenticator.xml"
"appwidgets.xml",".xml","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","397","0","044bc29b5485425485e7796d0954f8f1","unknown","r---------","/LogicalFileSet1/data/system/users/0/appwidgets.xml"
"settings_secure.xml",".xml","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","8576","0","4e454d5945654f057504a3f0900fb4af","unknown","r---------","/LogicalFileSet1/data/system/users/0/settings_secure.xml"
"wallpaper_info.xml",".xml","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","176","0","2eab0a3fe3d8bca8b4a32eccb2624b8a","unknown","r---------","/LogicalFileSet1/data/system/users/0/wallpaper_info.xml"
"settings_system.xml",".xml","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","3789","0","add275430d3e8f065a76400f56145cb9","unknown","r---------","/LogicalFileSet1/data/system/users/0/settings_system.xml"
"package-restrictions.xml",".xml","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","10700","0","d46c299cfc5a1d6fd833252027806845","unknown","r---------","/LogicalFileSet1/data/system/users/0/package-restrictions.xml"
"settings_global.xml",".xml","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","10610","0","81fe978058756fd89e51a83949c5679e","unknown","r---------","/LogicalFileSet1/data/system/users/0/settings_global.xml"
"runtime-permissions.xml",".xml","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","11706","0","aba154717b20d3bcd1c672bbae8d11f9","unknown","r---------","/LogicalFileSet1/data/system/users/0/runtime-permissions.xml"
"app_idle_stats.xml",".xml","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","17261","0","6ff3fbdf4d4abf58053b06acc92f50e5","unknown","r---------","/LogicalFileSet1/data/system/users/0/app_idle_stats.xml"
"cachequota.xml",".xml","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","371","0","3fb3ae081685d953227a4774d1ecddc4","unknown","r---------","/LogicalFileSet1/data/system/cachequota.xml"
"display-manager-state.xml",".xml","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","367","0","926e034e5f46c5448b9b637ddb54ad68","unknown","r---------","/LogicalFileSet1/data/system/display-manager-state.xml"
"shortcut_service.xml",".xml","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","114","0","7ac277a011cd8c15a7a5f12fcd86f421","unknown","r---------","/LogicalFileSet1/data/system/shortcut_service.xml"
"batterystats-daily.xml",".xml","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","418","0","7212973f9ae3f909077e4b50a7f38e69","unknown","r---------","/LogicalFileSet1/data/system/batterystats-daily.xml"
"hmac_key","","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","128","0","d12a11304b9494e673a3934a62153785","unknown","r---------","/LogicalFileSet1/data/system/sensor_service/hmac_key"
"status.bin",".bin","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","4","0","f1d3ff8443297732862df21dc4e57262","unknown","r---------","/LogicalFileSet1/data/system/sync/status.bin"
"accounts.xml",".xml","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","185","0","56a93431bf2d1fad01b74ea89435901b","unknown","r---------","/LogicalFileSet1/data/system/sync/accounts.xml"
"stats.bin",".bin","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","4","0","f1d3ff8443297732862df21dc4e57262","unknown","r---------","/LogicalFileSet1/data/system/sync/stats.bin"
"appops.xml",".xml","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","9139","0","b7756dc288420ea120337b459d7f40a8","unknown","r---------","/LogicalFileSet1/data/system/appops.xml"
"synclog-2022-10-26.log",".log","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","596","0","f0ab089172f832b3b8c85af0d6c489ed","unknown","r---------","/LogicalFileSet1/data/system/syncmanager-log/synclog-2022-10-26.log"
"synclog-2022-10-28.log",".log","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","596","0","e1914b79f885f0d2690413e2409df4fc","unknown","r---------","/LogicalFileSet1/data/system/syncmanager-log/synclog-2022-10-28.log"
"overlays.xml",".xml","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","1669","0","5dbfcbf26057ff8d51b647b71bbcd824","unknown","r---------","/LogicalFileSet1/data/system/overlays.xml"
"packages-warnings.xml",".xml","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","70","0","ef3bfd0bb07869b279d2f913c7600ae9","unknown","r---------","/LogicalFileSet1/data/system/packages-warnings.xml"
"device_policies.xml",".xml","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","171","0","274aa5180d3e7ba925512e952e602685","unknown","r---------","/LogicalFileSet1/data/system/device_policies.xml"
"dev.1666796166514-",".1666796166514-","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","500","0","c3468078eb943c0742c089310bf7e452","unknown","r---------","/LogicalFileSet1/data/system/netstats/dev.1666796166514-"
"uid.1666796166514-",".1666796166514-","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","1213","0","e315e7f28edfcc6e5c6c0ef9b17bfa2b","unknown","r---------","/LogicalFileSet1/data/system/netstats/uid.1666796166514-"
"xt.1666796166514-",".1666796166514-","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","500","0","1d7916c6eb6fe0d71822b9637f98b784","unknown","r---------","/LogicalFileSet1/data/system/netstats/xt.1666796166514-"
"entropy.dat",".dat","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","512","0","be2d4becc25245e9ef22095e741956d2","unknown","r---------","/LogicalFileSet1/data/system/entropy.dat"
"jobs.xml",".xml","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","1424","0","7585e09ff34e8a26f149c6f12d8c8e42","unknown","r---------","/LogicalFileSet1/data/system/job/jobs.xml"
"screen_on_time","","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","10","0","c5fce6d0dde75eac2446b598ce670c67","unknown","r---------","/LogicalFileSet1/data/system/screen_on_time"
"watchlist_report.db",".db","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","16384","0","49c4596bfe50c587e97c183126f1a591","unknown","r---------","/LogicalFileSet1/data/system/watchlist_report.db"
"packages.list",".list","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","10638","0","36b2c5bdc79fc854757789496a485b0d","unknown","r---------","/LogicalFileSet1/data/system/packages.list"
"notification_log.db-shm",".db-shm","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","32768","0","6778ca319f66158374f61a4078d6e66b","unknown","r---------","/LogicalFileSet1/data/system/notification_log.db-shm"
"install_sessions.xml",".xml","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","70","0","0cc1de599fd782e03e88308f84e7c4c3","unknown","r---------","/LogicalFileSet1/data/system/install_sessions.xml"
"log-files.xml",".xml","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","157","0","825105e6e41cec5cc6a95c21e428a1bf","unknown","r---------","/LogicalFileSet1/data/system/log-files.xml"
"subtypes.xml",".xml","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","688","0","726b7a22b7c798fa986c06fb52b0bc12","unknown","r---------","/LogicalFileSet1/data/system/inputmethod/subtypes.xml"
"notification_policy.xml",".xml","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","11394","0","08284ffec68440de1f9cafb7d8194355","unknown","r---------","/LogicalFileSet1/data/system/notification_policy.xml"
"FusedLocation-16","","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","2332","0","e3c587a208980ab256afa6dada98a599","unknown","r---------","/LogicalFileSet1/data/system/package_cache/1/FusedLocation-16"
"TelephonyProvider-16","","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","4772","0","bd3097db9ec03f320e792a76f16948d1","unknown","r---------","/LogicalFileSet1/data/system/package_cache/1/TelephonyProvider-16"
"ProxyHandler-16","","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","1348","0","c4fe6391d3d6d5bf378de01b28458e52","unknown","r---------","/LogicalFileSet1/data/system/package_cache/1/ProxyHandler-16"
"DisplayCutoutEmulationEmu01-16","","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","1252","0","a8a9cb3e9b4a99f723fb7ffa52a241b5","unknown","r---------","/LogicalFileSet1/data/system/package_cache/1/DisplayCutoutEmulationEmu01-16"
"webview-16","","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","10304","0","e97f41c75626343f783cc71262838203","unknown","r---------","/LogicalFileSet1/data/system/package_cache/1/webview-16"
"CalendarProvider-16","","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","7072","0","fbc2f4a3d82237decb491a876052485c","unknown","r---------","/LogicalFileSet1/data/system/package_cache/1/CalendarProvider-16"
"TeleService-16","","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","33648","0","7a1ea1d8c0c517945c4bfa07588f17d1","unknown","r---------","/LogicalFileSet1/data/system/package_cache/1/TeleService-16"
"Gallery2-16","","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","16664","0","d6ebf5a9a3795e4802d8d72cbd892bd0","unknown","r---------","/LogicalFileSet1/data/system/package_cache/1/Gallery2-16"
"DocumentsUI-16","","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","9768","0","a25defdce963f2d239dc8065e3be0f75","unknown","r---------","/LogicalFileSet1/data/system/package_cache/1/DocumentsUI-16"
"OneTimeInitializer-16","","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","2060","0","67dd16a1c57444e65b7f90ca0ac4c760","unknown","r---------","/LogicalFileSet1/data/system/package_cache/1/OneTimeInitializer-16"
"InputDevices-16","","r","","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","1880","0","238a1f22583a3674a15aa41b91c0acf1","unknown","r---------","/LogicalFileSet1/data/system/package_cache/1/InputDevices-16"
